@relation interact

@attribute interactionword {abolish,acceptor,accompani,accumul,acetyl,act,action,activ,affect,affin,agonist,alter,associ,attach,attack,attenu,augment,bind,block,blockag,carbamoyl,carboxyl,caus,chang,character,cleav,cleavag,co,coactiv,coassoci,coexpress,coimmunoprecipit,coloc,compet,complex,concentr,conjug,conserv,consist,contact,contain,contribut,control,convert,cooper,coprecipit,correl,costimul,counterreceptor,crippl,cross,crosslink,deacetyl,deamin,decarboxyl,decreas,degrad,dehydr,dehydrogen,depend,dephosphoryl,depress,determin,diminish,direct,disrupt,dissoci,distribut,dock,down,downregul,drive,effect,elav,elev,elimin,encod,engag,enhanc,evok,express,facilit,facilitet,follow,form,format,formyl,function,fuse,gener,glycosyl,govern,heterodim,heterodimer,homodim,homodimer,homolog,hydroli,hydrolys,hydrolysi,identifi,immunoprecipit,impact,impair,implic,inact,inactiv,incorpor,increas,induc,induct,influenc,inhibit,inhibitor,initi,interact,involv,isomer,lead,ligand,ligat,limit,link,local,mediat,methyl,mobil,mobilis,modifi,modul,neutral,neutralis,oxid,pair,peroxid,perturb,phosphory,phosphoryl,potenti,prduce,preced,precipit,prevent,produc,promot,rais,react,reactiv,recogn,recruit,reduc,reduct,regul,relat,repress,requir,respond,respons,result,revers,sequest,signal,stabil,stimul,suppress,synerg,synergis,talk,target,termin,tether,tran,transactiv,transamin,transcrib,transform,trigger,ubiquitin,up,upregul,norelword}
@attribute D1 real
@attribute D2 real
@attribute D3 real
@attribute P_posision1 real
@attribute P_position2 real
@attribute K_position real
@attribute order {avb,vab,abv}
@attribute NumberOfInteractors real
@attribute not {true,false}
@attribute prep {with,of,by,multiple,to,between,via,through,in,for,on,within,during,from,without,at,under,among,after,NA}
@attribute H1 real
@attribute H2 real
@attribute H3 real
@attribute overlapP {true,false}
@attribute overlapN {true,false}
@attribute overlap2 {true,false}
@attribute overlap3 {true,false}
@attribute overlapF {true,false}
@attribute overlapR {true,false}
@attribute pattern_PVP {true,false}
@attribute pattern_PVbyP {true,false}
@attribute pattern_VofPbyP {true,false}
@attribute pattern_VofPtoP {true,false}
@attribute pattern_NofPbyP {true,false}
@attribute pattern_NofPwithP {true,false}
@attribute pattern_NbetweenPandP {true,false}
@attribute pattern_combetPandP {true,false}
@attribute pattern_comofPandP {true,false}
@attribute pattern_PformcomwithP {true,false}
@attribute pattern_PPN {true,false}
@attribute pattern_PdependP {true,false}
@attribute pattern_between {true,false}
@attribute pattern_contiguous {true,false}
@attribute pattern_para {true,false}
@attribute Dep_KP1 real
@attribute negative_KP1 real
@attribute positive_KP1 real
@attribute Dep_KP2 real
@attribute negative_KP2 real
@attribute positive_KP2 real
@attribute Dep_P1P2 real
@attribute negative_P1P2 real
@attribute positive_P1P2 real
@attribute Dep_P1Root real
@attribute Dep_P2Root real
@attribute Dep_KRoot real
@attribute interaction {True,False}

@data
fuse,10,7,3,7,10,17,abv,2,false,to,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,3,0,2,1,1,4,4,2,False
fuse,10,12,22,7,29,17,avb,2,false,to,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,0,5,7,2,5,4,7,2,False
fuse,7,12,19,10,29,17,avb,2,false,to,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,5,0,5,8,3,5,4,7,2,False
activ,1,1,2,1,3,2,avb,2,false,in,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
upregul,2,7,5,10,15,8,vab,3,false,by,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,1,0,1,3,4,2,False
promot,1,5,6,1,7,2,avb,1,false,of,4,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,2,2,1,True
promot,1,12,13,1,14,2,avb,1,false,of,4,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,False
promot,5,12,7,7,14,2,vab,1,false,of,6,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,0,3,4,1,3,2,4,1,False
complex,2,8,6,8,14,6,vab,2,false,with,10,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,3,0,3,4,2,2,5,6,3,False
bind,2,1,3,2,5,4,avb,1,false,NA,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,2,2,1,True
bind,2,3,5,2,7,4,avb,1,false,NA,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
bind,2,5,7,2,9,4,avb,1,false,NA,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
bind,1,3,2,5,7,4,vab,1,false,NA,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,1,0,1,2,3,1,False
bind,1,5,4,5,9,4,vab,1,false,NA,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,1,0,1,2,3,1,False
bind,3,5,2,7,9,4,vab,1,false,NA,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,0,2,2,0,2,1,0,1,3,3,1,False
regul,1,11,12,1,13,2,avb,3,false,through,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
regul,16,3,13,7,20,23,abv,1,false,NA,4,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,4,0,3,0,3,4,7,3,True
depend,1,5,6,14,20,15,avb,4,false,on,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
induc,1,8,9,3,12,4,avb,4,false,of,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,True
inhibit,3,10,7,20,27,17,vab,1,false,by,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,5,1,4,5,2,3,7,10,5,True
involv,2,5,7,3,10,5,avb,5,false,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
phosphoryl,2,7,5,13,18,11,vab,3,false,of,6,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,1,1,1,1,1,0,5,3,2,False
phosphoryl,2,7,5,14,19,12,vab,3,false,of,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,0,3,3,1,2,4,6,3,False
phosphoryl,2,6,4,8,12,6,vab,2,false,of,8,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,0,2,2,1,1,4,4,2,False
phosphoryl,2,9,7,8,15,6,vab,2,false,of,8,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,0,1,2,1,1,4,3,2,False
phosphoryl,6,9,3,12,15,6,vab,2,false,of,9,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,0,1,2,1,1,4,3,2,False
block,5,7,2,15,17,10,vab,3,false,NA,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,1,0,1,2,1,1,2,2,1,False
block,5,12,7,15,22,10,vab,3,false,NA,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,3,0,3,4,2,2,2,4,1,False
block,7,12,5,17,22,10,vab,3,false,NA,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,3,0,3,4,2,2,2,4,1,False
associ,2,6,4,8,12,6,vab,1,false,of,7,7,4,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,1,0,1,2,1,1,3,2,1,3,2,2,True
interact,8,2,10,9,19,17,avb,1,false,with,5,4,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,4,2,1,0,1,7,4,3,5,4,3,True
contain,6,8,2,23,25,17,vab,3,false,to,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,0,2,2,1,1,6,6,4,False
complex,13,13,0,8,8,21,abv,3,false,by,4,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,5,2,7,5,2,0,0,0,6,6,3,False
complex,13,14,27,8,35,21,avb,3,false,by,4,13,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,5,2,4,2,2,9,6,3,6,5,3,False
complex,13,16,29,8,37,21,avb,3,false,by,4,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,5,2,6,2,4,11,6,5,6,7,3,False
complex,13,14,27,8,35,21,avb,3,false,by,4,13,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,5,2,4,2,2,9,6,3,6,5,3,False
complex,13,16,29,8,37,21,avb,3,false,by,4,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,5,2,6,2,4,11,6,5,6,7,3,False
inhibit,9,11,2,35,37,26,vab,3,false,by,13,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,0,2,4,0,4,2,0,2,5,7,3,False
interact,4,8,4,9,13,5,vab,2,false,between,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,1,2,5,3,2,3,3,2,False
bind,2,9,7,21,28,19,vab,5,false,to,8,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,4,0,4,4,1,3,5,7,3,False
character,6,11,5,12,17,6,vab,1,false,of,7,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,1,4,3,1,2,4,3,1,4,2,2,False
character,6,14,8,12,20,6,vab,1,false,of,7,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,1,4,6,1,5,7,3,4,4,5,2,False
character,11,14,3,17,20,6,vab,1,false,of,5,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,6,1,5,3,0,3,2,5,2,False
norelword,7,20,13,8,21,1,vab,0,true,NA,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,7,4,3,4,5,3,False
function,1,11,12,4,16,5,avb,2,false,for,5,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,3,3,2,True
function,1,13,14,4,18,5,avb,2,false,for,5,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,3,3,2,True
counterreceptor,6,8,2,16,18,10,vab,2,false,for,8,4,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,1,1,2,1,1,2,1,1,3,3,3,False
identifi,4,6,2,12,14,8,vab,2,false,NA,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,1,0,1,3,0,3,3,1,2,2,4,1,False
ligand,4,3,7,12,19,16,avb,2,false,NA,6,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,1,0,1,4,1,3,2,5,4,False
ligand,2,3,5,14,19,16,avb,2,false,NA,6,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,1,0,1,3,1,2,4,5,4,False
express,1,9,10,1,11,2,avb,3,false,in,5,4,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,4,2,2,3,1,2,2,3,3,True
bind,1,4,5,3,8,4,avb,3,false,of,5,8,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
bind,1,34,35,3,38,4,avb,3,false,of,5,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,6,2,4,6,2,4,2,7,1,False
express,1,29,30,8,38,9,avb,3,false,in,8,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,9,5,4,8,4,4,3,7,4,False
counterreceptor,5,2,7,4,11,9,avb,4,false,for,4,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,1,0,1,3,1,2,2,3,2,True
counterreceptor,5,12,17,4,21,9,avb,4,false,for,4,4,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,5,2,3,5,2,3,2,5,2,False
counterreceptor,2,12,10,11,21,9,vab,4,false,for,7,4,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,5,2,3,6,3,3,3,5,2,False
interact,6,15,9,8,17,2,vab,3,false,between,7,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,3,0,3,4,2,2,4,5,2,True
activ,10,1,11,8,19,18,avb,3,false,in,7,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,2,0,2,5,3,2,4,3,1,True
activ,1,1,2,17,19,18,avb,3,false,in,8,8,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,0,2,0,2,6,4,2,5,3,1,True
dock,5,9,14,5,19,10,avb,4,false,for,6,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,4,2,2,4,1,3,3,5,5,True
bind,1,7,8,1,9,2,avb,2,false,to,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,True
associ,2,4,2,11,13,9,vab,4,false,of,9,9,4,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,1,0,1,2,1,1,3,2,1,3,2,2,True
complex,7,12,19,11,30,18,avb,4,true,to,9,14,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,3,1,2,7,3,4,3,6,3,False
complex,5,12,17,13,30,18,avb,4,true,to,9,14,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,1,2,4,1,3,2,6,3,True
interact,2,4,2,9,11,7,vab,3,false,between,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,1,0,1,1,0,1,1,0,1,3,3,2,True
result,1,8,9,3,12,4,avb,5,false,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,3,4,1,True
result,1,20,21,3,24,4,avb,5,false,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,0,4,6,2,4,3,5,1,False
result,1,22,23,3,26,4,avb,5,false,in,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,0,4,6,2,4,3,5,1,False
rais,8,4,12,12,24,20,avb,5,false,to,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,0,3,7,3,4,4,5,2,False
rais,8,6,14,12,26,20,avb,5,false,to,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,0,3,7,3,4,4,5,2,False
rais,4,6,2,24,26,20,vab,5,false,to,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,3,0,3,3,0,3,1,0,1,5,5,2,False
regul,3,3,6,5,11,8,avb,3,false,between,7,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,2,1,1,2,1,1,3,3,3,True
norelword,0,2,2,1,3,1,avb,0,false,NA,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,1,0,1,1,0,1,1,2,1,False
interact,10,8,2,1,3,11,abv,2,false,to,4,4,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,2,0,3,3,0,1,0,1,4,4,2,True
associ,2,6,4,4,8,2,vab,2,false,of,5,5,5,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,1,0,1,1,0,1,2,1,1,2,2,1,True
function,1,13,14,7,21,8,avb,2,false,on,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,2,3,6,3,3,6,2,4,True
coprecipit,10,2,12,1,13,11,avb,1,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,2,2,1,True
coprecipit,10,11,21,1,22,11,avb,1,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,False
coprecipit,2,11,9,13,22,11,vab,1,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,0,3,4,1,3,2,4,1,False
immunoprecipit,2,7,9,4,13,6,avb,1,false,from,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
associ,3,2,5,6,11,9,avb,2,false,with,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,3,3,2,True
induc,17,15,2,1,3,18,abv,1,false,by,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,2,1,1,3,2,1,1,0,1,2,2,2,False
induc,17,13,4,1,5,18,abv,1,false,by,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,1,1,1,0,1,1,1,0,2,1,2,True
induc,15,13,2,3,5,18,abv,1,false,by,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,3,2,1,1,0,1,1,1,0,2,1,2,True
conserv,20,18,2,1,3,21,abv,2,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,4,1,3,5,2,3,1,0,1,2,3,4,False
conserv,20,15,5,1,6,21,abv,2,false,in,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,5,2,3,1,0,1,2,2,4,False
conserv,20,13,7,1,8,21,abv,2,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,6,3,3,3,1,2,2,4,4,False
conserv,20,9,11,1,12,21,abv,2,false,in,6,5,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,5,2,3,1,0,1,2,2,4,False
conserv,20,7,13,1,14,21,abv,2,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,6,3,3,3,1,2,2,4,4,False
conserv,18,15,3,3,6,21,abv,2,false,in,7,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,2,1,1,3,2,4,False
conserv,18,13,5,3,8,21,abv,2,false,in,7,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,6,3,3,4,2,2,3,4,4,False
conserv,18,9,9,3,12,21,abv,2,false,in,7,5,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,2,1,1,3,2,4,False
conserv,18,7,11,3,14,21,abv,2,false,in,7,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,6,3,3,4,2,2,3,4,4,False
conserv,15,13,2,6,8,21,abv,2,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,5,2,3,6,3,3,1,0,1,2,4,4,False
conserv,15,9,6,6,12,21,abv,2,false,in,6,5,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,2,1,1,2,2,4,False
conserv,15,7,8,6,14,21,abv,2,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,6,3,3,4,2,2,2,4,4,False
conserv,13,9,4,8,12,21,abv,2,false,in,7,5,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,3,3,5,2,3,3,2,1,4,2,4,False
