@relation interact

@attribute interactionword {abolish,acceptor,accompani,accumul,acetyl,act,action,activ,affect,affin,agonist,alter,associ,attach,attack,attenu,augment,bind,block,blockag,carbamoyl,carboxyl,caus,chang,character,cleav,cleavag,co,coactiv,coassoci,coexpress,coimmunoprecipit,coloc,compet,complex,concentr,conjug,conserv,consist,contact,contain,contribut,control,convert,cooper,coprecipit,correl,costimul,counterreceptor,crippl,cross,crosslink,deacetyl,deamin,decarboxyl,decreas,degrad,dehydr,dehydrogen,depend,dephosphoryl,depress,determin,diminish,direct,disrupt,dissoci,distribut,dock,down,downregul,drive,effect,elav,elev,elimin,encod,engag,enhanc,evok,express,facilit,facilitet,follow,form,format,formyl,function,fuse,gener,glycosyl,govern,heterodim,heterodimer,homodim,homodimer,homolog,hydroli,hydrolys,hydrolysi,identifi,immunoprecipit,impact,impair,implic,inact,inactiv,incorpor,increas,induc,induct,influenc,inhibit,inhibitor,initi,interact,involv,isomer,lead,ligand,ligat,limit,link,local,mediat,methyl,mobil,mobilis,modifi,modul,neutral,neutralis,oxid,pair,peroxid,perturb,phosphory,phosphoryl,potenti,prduce,preced,precipit,prevent,produc,promot,rais,react,reactiv,recogn,recruit,reduc,reduct,regul,relat,repress,requir,respond,respons,result,revers,sequest,signal,stabil,stimul,suppress,synerg,synergis,talk,target,termin,tether,tran,transactiv,transamin,transcrib,transform,trigger,ubiquitin,up,upregul,norelword}
@attribute D1 real
@attribute D2 real
@attribute D3 real
@attribute P_posision1 real
@attribute P_position2 real
@attribute K_position real
@attribute order {avb,vab,abv}
@attribute NumberOfInteractors real
@attribute not {true,false}
@attribute prep {with,of,by,multiple,to,between,via,through,in,for,on,within,during,from,without,at,under,among,after,NA}
@attribute H1 real
@attribute H2 real
@attribute H3 real
@attribute overlapP {true,false}
@attribute overlapN {true,false}
@attribute overlap2 {true,false}
@attribute overlap3 {true,false}
@attribute overlapF {true,false}
@attribute overlapR {true,false}
@attribute pattern_PVP {true,false}
@attribute pattern_PVbyP {true,false}
@attribute pattern_VofPbyP {true,false}
@attribute pattern_VofPtoP {true,false}
@attribute pattern_NofPbyP {true,false}
@attribute pattern_NofPwithP {true,false}
@attribute pattern_NbetweenPandP {true,false}
@attribute pattern_combetPandP {true,false}
@attribute pattern_comofPandP {true,false}
@attribute pattern_PformcomwithP {true,false}
@attribute pattern_PPN {true,false}
@attribute pattern_PdependP {true,false}
@attribute pattern_between {true,false}
@attribute pattern_contiguous {true,false}
@attribute pattern_para {true,false}
@attribute Dep_KP1 real
@attribute negative_KP1 real
@attribute positive_KP1 real
@attribute Dep_KP2 real
@attribute negative_KP2 real
@attribute positive_KP2 real
@attribute Dep_P1P2 real
@attribute negative_P1P2 real
@attribute positive_P1P2 real
@attribute Dep_P1Root real
@attribute Dep_P2Root real
@attribute Dep_KRoot real
@attribute interaction {True,False}

@data
disrupt,3,6,9,1,10,4,avb,2,false,of,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
stimul,6,2,8,1,9,7,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,1,1,2,0,2,4,1,3,2,4,2,True
activ,13,2,11,13,24,26,abv,1,false,NA,12,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,4,2,1,1,0,7,4,3,5,4,3,False
mediat,3,3,6,14,20,17,avb,3,false,of,7,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,3,2,1,3,1,2,4,2,2,5,5,4,True
stimul,3,2,5,28,33,31,avb,1,false,of,6,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,1,0,2,0,2,3,1,2,5,6,4,True
activ,3,2,5,4,9,7,avb,2,false,of,6,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,4,5,3,True
inhibitor,2,7,9,2,11,4,avb,3,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,5,2,3,5,2,3,3,4,3,False
inhibitor,2,10,12,2,14,4,avb,3,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,4,2,2,4,2,2,3,3,3,False
activ,2,5,3,11,14,9,vab,3,false,of,7,7,4,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2,0,2,3,1,2,5,3,2,4,3,2,True
result,3,6,3,5,8,2,vab,3,false,in,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,5,1,4,4,2,2,4,5,2,False
regul,10,3,13,5,18,15,avb,3,false,by,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
regul,7,3,10,8,18,15,avb,3,false,by,5,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,5,3,2,5,4,2,True
caus,13,9,22,30,52,43,avb,3,false,in,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,10,10,7,False
associ,4,5,9,8,17,12,avb,3,false,with,7,10,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,5,5,2,False
effect,5,3,8,3,11,8,avb,1,false,on,5,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,3,1,2,4,2,2,3,3,2,True
norelword,7,21,14,8,22,1,vab,0,false,for,11,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,5,1,4,6,2,4,3,5,2,False
effect,6,8,2,16,18,10,vab,1,false,of,11,11,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,0,1,1,0,1,2,1,1,5,5,4,False
effect,6,12,6,16,22,10,vab,1,false,of,11,13,5,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,4,2,2,5,6,4,True
effect,8,12,4,18,22,10,vab,1,false,of,11,13,5,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,4,2,2,5,6,4,True
norelword,5,41,36,6,42,1,vab,0,false,of,7,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,8,2,6,9,3,6,4,7,3,True
increas,2,16,14,9,23,7,vab,1,false,of,9,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,1,2,4,2,2,3,3,2,False
increas,2,18,16,9,25,7,vab,1,false,of,9,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,4,1,3,5,2,3,3,4,2,False
increas,2,24,22,9,31,7,vab,1,false,of,9,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,6,1,5,7,2,5,3,6,2,True
increas,16,18,2,23,25,7,vab,1,false,of,9,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,1,2,4,1,3,1,0,1,3,4,2,False
increas,16,24,8,23,31,7,vab,1,false,of,9,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,6,1,5,2,0,2,3,6,2,True
increas,18,24,6,25,31,7,vab,1,false,of,9,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,6,1,5,3,1,2,4,6,2,True
increas,2,4,6,2,8,4,avb,2,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
accumul,2,5,7,13,20,15,avb,1,false,of,9,12,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,2,0,2,7,4,3,4,4,2,True
increas,2,4,6,8,14,10,avb,2,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,5,2,3,3,5,2,True
concentr,10,1,9,10,19,20,abv,1,false,to,9,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,1,1,0,4,2,2,5,6,4,False
effect,48,42,6,17,23,65,abv,1,false,of,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,3,5,11,6,5,3,0,3,5,8,10,False
bind,1,25,26,4,30,5,avb,5,false,to,5,15,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,3,5,2,True
increas,2,5,7,2,9,4,avb,4,false,within,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
increas,2,17,19,2,21,4,avb,4,false,within,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,6,1,5,6,1,5,2,7,1,False
preced,3,9,12,9,21,12,avb,4,false,in,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,1,4,0,4,8,3,5,3,7,2,False
stimul,1,8,9,7,16,8,avb,3,false,to,6,9,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,0,5,6,1,5,4,8,3,True
format,1,2,3,23,26,24,avb,6,false,by,9,9,4,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1,1,0,4,3,1,5,4,1,6,3,5,True
initi,5,18,23,6,29,11,avb,4,false,in,5,10,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,4,1,3,7,4,3,5,4,2,False
initi,5,27,32,6,38,11,avb,4,false,in,5,10,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,4,1,3,7,4,3,5,4,2,False
initi,5,55,60,6,66,11,avb,5,false,in,5,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,12,1,11,15,4,11,5,12,2,False
initi,5,57,62,6,68,11,avb,5,false,in,5,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,11,1,10,14,4,10,5,11,2,False
phosphoryl,7,2,9,29,38,36,avb,4,false,to,10,10,3,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,4,3,1,2,0,2,6,3,3,4,4,2,False
phosphoryl,7,30,37,29,66,36,avb,5,false,to,10,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,10,0,10,14,3,11,4,12,2,False
phosphoryl,7,32,39,29,68,36,avb,5,false,to,10,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,9,0,9,13,3,10,4,11,2,False
block,25,3,28,38,66,63,avb,5,false,NA,10,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,11,2,9,3,1,2,12,2,10,4,12,11,False
block,25,5,30,38,68,63,avb,5,false,NA,10,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,11,2,9,2,1,1,11,2,9,4,11,11,False
block,3,5,2,66,68,63,vab,5,false,NA,11,11,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,2,1,1,1,1,0,12,11,11,True
phosphoryl,1,6,5,5,10,4,vab,4,false,to,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,0,1,3,2,1,3,2,1,False
transform,7,19,26,5,31,12,avb,4,false,to,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,8,0,8,11,2,9,3,10,2,False
transform,7,21,28,5,33,12,avb,4,false,to,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,7,0,7,10,2,8,3,9,2,False
transform,2,19,21,10,31,12,avb,4,false,to,10,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,8,0,8,10,1,9,2,10,2,False
transform,2,21,23,10,33,12,avb,4,false,to,10,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,7,0,7,9,1,8,2,9,2,False
blockag,3,5,2,31,33,28,vab,4,false,of,13,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,0,1,1,1,0,10,9,8,True
influenc,11,4,15,11,26,22,avb,3,false,of,11,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,1,2,0,2,5,2,3,4,7,4,True
increas,1,1,2,4,6,5,avb,1,false,NA,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,True
effect,5,12,17,3,20,8,avb,2,true,on,5,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,0,4,6,2,4,7,0,7,1,8,5,True
increas,9,1,10,2,12,11,avb,2,false,on,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,2,1,1,4,2,2,3,3,3,False
increas,9,9,18,2,20,11,avb,2,false,on,5,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,6,2,4,6,2,4,3,5,3,False
increas,9,10,19,2,21,11,avb,2,false,on,5,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,6,2,4,6,2,4,3,5,3,False
effect,6,2,8,12,20,18,avb,2,false,on,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,2,0,2,6,2,4,3,5,3,False
effect,6,3,9,12,21,18,avb,2,false,on,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,2,0,2,6,2,4,3,5,3,False
effect,2,3,1,20,21,18,vab,2,false,on,7,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,2,0,2,2,0,2,2,1,1,5,5,3,True
caus,1,7,8,6,14,7,avb,1,true,of,6,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,0,1,3,2,1,3,2,1,True
caus,3,4,7,7,14,10,avb,1,false,of,6,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,0,3,0,3,7,4,3,5,4,1,True
agonist,13,31,44,5,49,18,avb,3,false,in,9,13,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,3,2,1,2,1,1,3,3,4,False
respons,1,2,3,14,17,15,avb,3,false,to,4,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,3,0,3,2,6,4,True
norelword,17,24,7,18,25,1,vab,0,false,with,8,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,2,3,3,1,2,2,4,3,False
decreas,2,14,16,4,20,6,avb,4,false,by,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,1,6,2,4,5,2,3,2,5,2,True
mediat,7,2,9,16,25,23,avb,2,false,by,8,4,4,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3,3,0,1,0,1,4,3,1,5,3,2,True
follow,4,9,5,13,18,9,vab,2,false,of,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,4,2,2,4,4,0,True
increas,3,1,4,4,8,7,avb,3,false,of,5,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
increas,3,22,25,4,29,7,avb,3,true,of,5,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,False
respons,10,11,21,8,29,18,avb,3,true,of,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,3,2,5,2,3,4,2,2,3,3,4,False
alter,4,25,29,4,33,8,avb,3,true,by,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,3,4,1,False
influenc,6,27,21,8,29,2,vab,1,false,of,8,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,4,0,4,2,0,2,4,6,2,False
stimul,3,1,4,1,5,4,avb,3,false,with,6,6,6,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
increas,3,14,17,8,25,11,avb,1,false,within,9,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,0,1,3,2,1,3,2,1,True
induc,1,2,3,5,8,6,avb,2,false,in,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
respons,1,2,3,16,19,17,avb,2,false,to,11,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,1,2,4,2,2,4,4,2,True
