@relation interact

@attribute interactionword {abolish,acceptor,accompani,accumul,acetyl,act,action,activ,affect,affin,agonist,alter,associ,attach,attack,attenu,augment,bind,block,blockag,carbamoyl,carboxyl,caus,chang,character,cleav,cleavag,co,coactiv,coassoci,coexpress,coimmunoprecipit,coloc,compet,complex,concentr,conjug,conserv,consist,contact,contain,contribut,control,convert,cooper,coprecipit,correl,costimul,counterreceptor,crippl,cross,crosslink,deacetyl,deamin,decarboxyl,decreas,degrad,dehydr,dehydrogen,depend,dephosphoryl,depress,determin,diminish,direct,disrupt,dissoci,distribut,dock,down,downregul,drive,effect,elav,elev,elimin,encod,engag,enhanc,evok,express,facilit,facilitet,follow,form,format,formyl,function,fuse,gener,glycosyl,govern,heterodim,heterodimer,homodim,homodimer,homolog,hydroli,hydrolys,hydrolysi,identifi,immunoprecipit,impact,impair,implic,inact,inactiv,incorpor,increas,induc,induct,influenc,inhibit,inhibitor,initi,interact,involv,isomer,lead,ligand,ligat,limit,link,local,mediat,methyl,mobil,mobilis,modifi,modul,neutral,neutralis,oxid,pair,peroxid,perturb,phosphory,phosphoryl,potenti,prduce,preced,precipit,prevent,produc,promot,rais,react,reactiv,recogn,recruit,reduc,reduct,regul,relat,repress,requir,respond,respons,result,revers,sequest,signal,stabil,stimul,suppress,synerg,synergis,talk,target,termin,tether,tran,transactiv,transamin,transcrib,transform,trigger,ubiquitin,up,upregul,norelword}
@attribute D1 real
@attribute D2 real
@attribute D3 real
@attribute P_posision1 real
@attribute P_position2 real
@attribute K_position real
@attribute order {avb,vab,abv}
@attribute NumberOfInteractors real
@attribute not {true,false}
@attribute prep {with,of,by,multiple,to,between,via,through,in,for,on,within,during,from,without,at,under,among,after,NA}
@attribute H1 real
@attribute H2 real
@attribute H3 real
@attribute overlapP {true,false}
@attribute overlapN {true,false}
@attribute overlap2 {true,false}
@attribute overlap3 {true,false}
@attribute overlapF {true,false}
@attribute overlapR {true,false}
@attribute pattern_PVP {true,false}
@attribute pattern_PVbyP {true,false}
@attribute pattern_VofPbyP {true,false}
@attribute pattern_VofPtoP {true,false}
@attribute pattern_NofPbyP {true,false}
@attribute pattern_NofPwithP {true,false}
@attribute pattern_NbetweenPandP {true,false}
@attribute pattern_combetPandP {true,false}
@attribute pattern_comofPandP {true,false}
@attribute pattern_PformcomwithP {true,false}
@attribute pattern_PPN {true,false}
@attribute pattern_PdependP {true,false}
@attribute pattern_between {true,false}
@attribute pattern_contiguous {true,false}
@attribute pattern_para {true,false}
@attribute Dep_KP1 real
@attribute negative_KP1 real
@attribute positive_KP1 real
@attribute Dep_KP2 real
@attribute negative_KP2 real
@attribute positive_KP2 real
@attribute Dep_P1P2 real
@attribute negative_P1P2 real
@attribute positive_P1P2 real
@attribute Dep_P1Root real
@attribute Dep_P2Root real
@attribute Dep_KRoot real
@attribute interaction {True,False}

@data
norelword,18,36,18,19,37,1,vab,0,false,of,12,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,6,3,3,4,4,3,False
norelword,23,30,7,24,31,1,vab,0,false,of,13,14,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,6,3,3,4,4,3,False
norelword,23,36,13,24,37,1,vab,0,false,of,13,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,6,3,3,4,4,3,False
norelword,30,36,6,31,37,1,vab,0,false,of,14,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,4,2,2,4,4,3,False
norelword,0,21,21,1,22,1,avb,0,false,in,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,7,1,6,7,1,6,2,7,2,False
norelword,0,24,24,1,25,1,avb,0,false,in,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,6,1,5,6,1,5,2,6,2,False
norelword,21,24,3,22,25,1,vab,0,false,in,10,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,1,6,6,1,5,2,1,1,7,6,2,False
signal,1,14,15,14,29,15,avb,2,false,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,8,5,3,9,6,3,6,5,5,False
norelword,5,8,3,6,9,1,vab,0,false,of,6,9,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,3,1,2,2,1,1,4,4,3,False
norelword,5,11,6,6,12,1,vab,0,false,of,6,8,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,2,1,1,3,2,1,4,3,3,False
norelword,5,13,8,6,14,1,vab,0,false,of,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,3,1,2,4,2,2,4,4,3,False
norelword,8,11,3,9,12,1,vab,0,false,of,9,8,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,2,1,1,3,2,1,4,3,3,False
norelword,8,13,5,9,14,1,vab,0,false,of,9,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,3,1,2,4,2,2,4,4,3,False
norelword,11,13,2,12,14,1,vab,0,false,of,8,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,1,1,3,1,2,1,0,1,3,4,3,False
determin,11,8,3,13,16,24,abv,1,false,during,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,3,1,2,3,2,1,6,5,6,False
determin,11,5,6,13,19,24,abv,1,false,during,4,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,1,0,1,3,2,1,6,5,6,False
determin,11,3,8,13,21,24,abv,1,false,during,4,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,1,1,0,5,2,3,6,7,6,False
determin,8,5,3,16,19,24,abv,1,false,during,13,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,1,0,1,2,1,1,5,5,6,False
determin,8,3,5,16,21,24,abv,1,false,during,13,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,1,1,0,4,1,3,5,7,6,False
determin,5,3,2,19,21,24,abv,1,false,during,9,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,0,1,1,1,0,2,0,2,5,7,6,False
norelword,24,24,0,25,25,1,vab,0,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,0,6,6,0,6,0,0,0,7,7,1,False
norelword,4,4,0,5,5,1,vab,0,false,after,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,2,1,1,0,0,0,2,2,2,False
result,8,10,2,9,11,1,vab,2,false,after,7,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,3,0,3,3,1,2,3,4,1,False
chang,65,2,67,9,76,74,avb,2,true,NA,7,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,1,0,1,5,1,4,3,6,5,False
chang,65,4,69,9,78,74,avb,2,true,NA,7,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,3,0,3,7,1,6,3,8,5,False
chang,65,36,101,9,110,74,avb,2,true,NA,7,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,3,1,2,5,1,4,3,6,5,False
chang,65,38,103,9,112,74,avb,2,true,NA,7,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,5,1,4,7,1,6,3,8,5,False
chang,63,2,65,11,76,74,avb,2,true,NA,8,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,1,0,1,6,2,4,4,6,5,False
chang,63,4,67,11,78,74,avb,2,true,NA,8,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,3,0,3,8,2,6,4,8,5,False
chang,63,36,99,11,110,74,avb,2,true,NA,8,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,3,1,2,6,2,4,4,6,5,False
chang,63,38,101,11,112,74,avb,2,true,NA,8,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,1,4,8,2,6,4,8,5,False
chang,2,4,2,76,78,74,vab,2,false,NA,13,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,0,3,4,1,3,6,8,5,False
chang,2,36,34,76,110,74,vab,2,true,NA,13,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,1,2,4,2,2,6,6,5,False
chang,2,38,36,76,112,74,vab,2,true,NA,13,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,5,1,4,6,2,4,6,8,5,False
chang,4,36,32,78,110,74,vab,2,true,NA,12,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,3,1,2,6,4,2,8,6,5,False
chang,4,38,34,78,112,74,vab,2,true,NA,12,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,5,1,4,8,4,4,8,8,5,False
chang,36,38,2,110,112,74,vab,2,true,NA,13,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,5,1,4,4,1,3,6,8,5,False
express,2,1,1,16,15,14,vab,2,false,NA,5,5,6,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,1,1,1,1,0,2,4,4,False
express,2,4,2,16,18,14,vab,2,false,NA,5,5,6,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,1,1,1,0,1,2,4,4,False
express,1,4,3,15,18,14,vab,2,false,NA,5,5,6,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,2,1,1,2,1,1,4,4,4,False
increas,19,17,2,3,5,22,abv,1,false,in,7,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,2,1,4,3,1,1,0,1,3,4,2,False
increas,19,14,5,3,8,22,abv,1,false,in,7,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,4,3,1,1,0,1,3,3,2,False
increas,19,12,7,3,10,22,abv,1,false,in,7,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,4,3,1,1,0,1,3,4,2,False
increas,19,1,18,3,21,22,abv,1,false,in,7,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,1,1,0,4,2,2,3,3,2,False
increas,17,14,3,5,8,22,abv,1,false,in,8,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,4,3,1,2,1,1,4,3,2,False
increas,17,12,5,5,10,22,abv,1,false,in,8,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,4,3,1,2,1,1,4,4,2,False
increas,17,1,16,5,21,22,abv,1,false,in,8,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,1,1,0,5,3,2,4,3,2,False
increas,14,12,2,8,10,22,abv,1,false,in,6,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,4,3,1,4,3,1,2,1,1,3,4,2,False
increas,14,1,13,8,21,22,abv,1,false,in,6,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,1,1,0,5,3,2,3,3,2,False
increas,12,1,11,10,21,22,abv,1,false,in,8,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,1,1,0,5,3,2,4,3,2,False
express,2,6,4,5,9,3,vab,3,false,of,7,5,6,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,1,0,1,2,0,2,3,1,2,3,4,2,False
decreas,14,12,2,1,3,15,abv,1,false,in,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,3,0,2,0,2,2,4,1,False
decreas,14,9,5,1,6,15,abv,1,false,in,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,1,0,1,2,2,1,False
decreas,14,7,7,1,8,15,abv,1,false,in,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,3,1,2,2,4,1,False
decreas,14,4,10,1,11,15,abv,1,false,in,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,1,0,1,2,2,1,False
decreas,14,2,12,1,13,15,abv,1,false,in,4,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,3,1,2,2,4,1,False
decreas,12,9,3,3,6,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,1,1,0,3,2,1,4,2,1,False
decreas,12,7,5,3,8,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,2,2,0,5,3,2,4,4,1,False
decreas,12,4,8,3,11,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,1,1,0,3,2,1,4,2,1,False
decreas,12,2,10,3,13,15,abv,1,false,in,5,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,2,2,0,5,3,2,4,4,1,False
decreas,9,7,2,6,8,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,2,0,1,0,1,2,4,1,False
decreas,9,4,5,6,11,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,2,1,1,2,2,1,False
decreas,9,2,7,6,13,15,abv,1,false,in,5,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,4,2,2,2,4,1,False
decreas,7,4,3,8,11,15,abv,1,false,in,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,1,0,3,2,1,4,2,1,False
decreas,7,2,5,8,13,15,abv,1,false,in,5,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,2,0,5,3,2,4,4,1,False
decreas,4,2,2,11,13,15,abv,1,false,in,5,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,2,0,1,0,1,2,4,1,False
elev,13,11,2,4,6,17,abv,1,false,in,6,8,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,1,0,1,3,3,2,False
elev,13,9,4,4,8,17,abv,1,false,in,6,9,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,3,1,2,3,5,2,False
elev,13,6,7,4,11,17,abv,1,false,in,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,1,0,1,3,3,2,False
elev,13,4,9,4,13,17,abv,1,false,in,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,3,1,2,3,5,2,False
elev,11,9,2,6,8,17,abv,1,false,in,8,9,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,2,0,1,0,1,3,5,2,False
elev,11,6,5,6,11,17,abv,1,false,in,8,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,1,0,2,1,1,3,3,2,False
elev,11,4,7,6,13,17,abv,1,false,in,8,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,2,0,4,2,2,3,5,2,False
elev,9,6,3,8,11,17,abv,1,false,in,9,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,1,0,3,2,1,5,3,2,False
elev,9,4,5,8,13,17,abv,1,false,in,9,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,2,0,5,3,2,5,5,2,False
elev,6,4,2,11,13,17,abv,1,false,in,7,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,2,0,1,0,1,3,5,2,False
alter,23,21,2,3,5,26,abv,2,false,in,7,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,4,3,1,1,0,1,3,3,2,False
alter,23,19,4,3,7,26,abv,2,false,in,7,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,23,16,7,3,10,26,abv,2,false,in,7,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,23,14,9,3,12,26,abv,2,false,in,7,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,23,11,12,3,15,26,abv,2,false,in,7,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,23,9,14,3,17,26,abv,2,false,in,7,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,23,5,18,3,21,26,abv,2,false,in,7,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,4,3,1,1,0,1,3,3,2,False
alter,23,3,20,3,23,26,abv,2,false,in,7,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
alter,21,19,2,5,7,26,abv,2,false,in,9,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,4,3,1,5,4,1,1,0,1,3,5,2,False
alter,21,16,5,5,10,26,abv,2,false,in,9,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,4,1,1,0,1,3,5,2,False
alter,21,14,7,5,12,26,abv,2,false,in,9,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,4,1,1,0,1,3,5,2,False
alter,21,11,10,5,15,26,abv,2,false,in,9,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,4,3,1,5,4,1,1,0,1,3,5,2,False
alter,21,9,12,5,17,26,abv,2,false,in,9,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,4,3,1,5,4,1,1,0,1,3,5,2,False
alter,21,5,16,5,21,26,abv,2,false,in,9,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,4,3,1,2,1,1,3,3,2,False
alter,21,3,18,5,23,26,abv,2,false,in,9,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,4,1,4,2,2,3,5,2,False
alter,19,16,3,7,10,26,abv,2,false,in,10,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,5,4,1,2,1,1,5,5,2,False
alter,19,14,5,7,12,26,abv,2,false,in,10,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,5,4,1,2,1,1,5,5,2,False
alter,19,11,8,7,15,26,abv,2,false,in,10,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,5,4,1,5,4,1,2,1,1,5,5,2,False
alter,19,9,10,7,17,26,abv,2,false,in,10,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,5,4,1,5,4,1,2,1,1,5,5,2,False
alter,19,5,14,7,21,26,abv,2,false,in,10,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,5,4,1,4,3,1,3,2,1,5,3,2,False
alter,19,3,16,7,23,26,abv,2,false,in,10,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,5,4,1,5,3,2,5,5,2,False
alter,16,14,2,10,12,26,abv,2,false,in,9,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,5,4,1,5,4,1,2,1,1,5,5,2,False
